"supplierUrl","amaonUrl","size","similarity_result","distance","outsource"
"https://media.cymaxstores.com/Images/4423/1342483-M.jpg","http://ecx.images-amazon.com/images/I/310L4j9dZEL._SL75_.jpg","15088  3984",0.386752136752137,0.703,0
"https://images.heb.com/is/image/HEBGrocery/prd-small/fresh-texas-blueberries-001794013.jpg","http://ecx.images-amazon.com/images/I/519UpWDKNdL._SL75_.jpg","12240  10608",0.387862796833773,0.1597,0
"https://images.bonanzastatic.com/afu/images/7d3a/65e6/3ae0_6233550819/s-l1600_thumb200.jpg","http://ecx.images-amazon.com/images/I/11EbBH3aEPL._SL75_.jpg","9168  6448",0.3886925795053,0.0611,0
"https://images.bonanzastatic.com/afu/images/ed31/d720/e2e9_6054966168/s-l1600_thumb200.jpg","http://ecx.images-amazon.com/images/I/51yrmdQODbL._SL75_.jpg","7024  9200",0.388888888888889,0.0813,0
"https://target.scene7.com/is/image/Target/50724921?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51o0fDWN1BL._SL75_.jpg","15984  16016",0.389112903225806,0.083,0
"https://c1.neweggimages.com/ProductImageCompressAll300/A7GW_1_201712231342249779.jpg","http://ecx.images-amazon.com/images/I/517afTFJWNL._SL75_.jpg","14160  12976",0.389521640091116,0.0665,0
"https://richmedia.channeladvisor.com/ImageDelivery/imageService?profileId=52000717&imageID=25262&recipeName=180x180","http://ecx.images-amazon.com/images/I/51ReJlsLD5L._SL75_.jpg","11120  11824",0.38953488372093,0.0423,0
"https://target.scene7.com/is/image/Target/53216191?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51YmNulpm9L._SL75_.jpg","16048  16112",0.389558232931727,0.0637,0
"https://media.cymaxstores.com/Images/4989/1842420-M.jpg","http://ecx.images-amazon.com/images/I/41NpDqd93SL._SL75_.jpg","15792  3920",0.389795918367347,0.0702,0
"https://media.cymaxstores.com/Images/4989/1842418-M.jpg","http://ecx.images-amazon.com/images/I/41NpDqd93SL._SL75_.jpg","15792  3920",0.389795918367347,0.0691,0
"https://media.cymaxstores.com/Images/4989/1842419-M.jpg","http://ecx.images-amazon.com/images/I/41NpDqd93SL._SL75_.jpg","15792  3920",0.389795918367347,0.0686,0
"https://img.staticbg.com/thumb/gallery/oaupload/banggood/images/EF/59/1816146f-5681-409b-911d-71967c28b04b.jpg","http://ecx.images-amazon.com/images/I/41cQNsteRML._SL75_.jpg","8400  6032",0.38996138996139,0.0876,0
"https://media.cymaxstores.com/Images/1461/1729970-M.jpg","http://ecx.images-amazon.com/images/I/41CKDNgygtL._SL75_.jpg","4208  12304",0.390625,0.0531,0
"https://img.grouponcdn.com/iam/C6C1G2uBY8gkouXn1JoPYSRtM8c/C6-2048x1228/v1/c414x250q85.jpg","http://ecx.images-amazon.com/images/I/41qd421R4SL._SL75_.jpg","15664  14288",0.390946502057613,0.1485,0
"https://cdnimages.opentip.com/thumbs/AIG/AIG-L21_160_160.jpg","http://ecx.images-amazon.com/images/I/51FqVDrWnOL._SL75_.jpg","5840  6128",0.391061452513966,0.2854,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/59-325-010-S01.jpg","http://ecx.images-amazon.com/images/I/21odykMOMCL._SL75_.jpg","10320  11472",0.391849529780564,0.1527,0
"https://img.grouponcdn.com/deal/g5CTxZ4zffLgaLbbx6Hx/8i-2048x1229/v1/c414x250q85.jpg","http://ecx.images-amazon.com/images/I/41uONWCq6VL._SL75_.jpg","15536  13584",0.392116182572614,0.1605,0
"https://images.bonanzastatic.com/afu/images/3625/0305/17/100_9963_thumb200.jpg","http://ecx.images-amazon.com/images/I/41-Gf2Gs4FL._SL75_.jpg","9808  1808",0.392739273927393,0.1066,0
"https://ii.gianttiger.com/fcgi-bin/iipsrv.fcgi?FIF=/images/gianttiger/source/products/781642/E781642_fr03.tif&qlt=75&wid=240&cvt=jpeg","http://ecx.images-amazon.com/images/I/41mduYxOP%2BL._SL75_.jpg","13392  13968",0.392771084337349,0.1635,0
"https://cdnimages.opentip.com/thumbs/MDS/MDS-22000_160_160.jpg","http://ecx.images-amazon.com/images/I/41ZJYg6urzL._SL75_.jpg","6384  1424",0.392857142857143,0.1051,0
"https://target.scene7.com/is/image/Target/53386090?wid=325&hei=325&qlt=80&fmt=pjpeg","http://ecx.images-amazon.com/images/I/41AYfDZDJ6L._SL75_.jpg","13552  7696",0.392857142857143,0.1451,0
"https://media.cymaxstores.com/Images/4423/1344232-M.jpg","http://ecx.images-amazon.com/images/I/4127va%2BpY8L._SL75_.jpg","7280  15472",0.392857142857143,0.6357,0
"https://target.scene7.com/is/image/Target/53603789?wid=325&hei=325&qlt=80&fmt=pjpeg","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB192198896_.gif","10128  15792",0.39297124600639,0.1145,0
"https://target.scene7.com/is/image/Target/50711258?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/41VEsRgjwfL._SL75_.jpg","13872  1104",0.393023255813953,0.098,0
"https://media.cymaxstores.com/Images/4423/1343359-M.jpg","http://ecx.images-amazon.com/images/I/41u9HNRUt2L._SL75_.jpg","10288  13872",0.393081761006289,0.6605,0
"https://img.grouponcdn.com/iam/3tR2vrbYX69NBANEMxUW5kgfEwjZ/3t-2048x1229/v1/c414x250q85.jpg","http://ecx.images-amazon.com/images/I/51Aw%2Bpur1CL._SL75_.jpg","14928  13744",0.393088552915767,0.197,0
"https://c1.neweggimages.com/ProductImageCompressAll300/ABP8_1_20180306456783067.jpg","http://ecx.images-amazon.com/images/I/51OhtbahLuL._SL75_.jpg","14832  14480",0.393478260869565,0.1538,0
"https://target.scene7.com/is/image/Target/53664258?wid=325&hei=325&qlt=80&fmt=webp","http://ecx.images-amazon.com/images/I/51P7Yh-wRmL._SL75_.jpg","14992  15952",0.393548387096774,0.1286,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/AGV2_131734466227896061mXitvicqJI.jpg","http://ecx.images-amazon.com/images/I/31RI98bCDxL._SL75_.jpg","4336  1104",0.393939393939394,0.1028,0
"https://images.bonanzastatic.com/afu/images/b339/5183/66a2_6240592747/__57_thumb200.jpg","http://ecx.images-amazon.com/images/I/418fmqVHskL._SL75_.jpg","4336  8560",0.393939393939394,0.1141,0
"https://media.cymaxstores.com/Images/4753/1820821-M.jpg","http://ecx.images-amazon.com/images/I/31Pwo-4kfzL._SL75_.jpg","2224  3088",0.393939393939394,0.0789,0
"https://c1.neweggimages.com/NeweggImage/ProductImageCompressAll300/75-982-269-03.jpg","http://ecx.images-amazon.com/images/I/41PLLN9GFEL._SL75_.jpg","12944  13680",0.394014962593516,0.1005,0
